1	333.24495	333.31229	333.14443	333.2401	333.25879	333.25293	333.41631	333.20777	333.25465	333.19306	333.2399	333.14915	333.09456	333.02462	332.89002	332.70427	332.53578	332.42659	332.2714	332.17365	332.18259	332.27873	332.42046	332.4881	332.52397	332.57216	332.66359	332.7566	332.91392	332.78697	332.835	332.91304	332.91709	332.9211	332.82206	332.95781	333.05494	333.00935	333.05798	333.65132	336.69982	344.0455	355.85714	371.19605	391.63961	408.10502	414.86207	425.78285	435.08623	444.36705	455.69958	469.65295	485.44587	502.9778	519.2151	533.82826	541.95543	546.6206	549.78477	552.05993	552.98939	553.0385	554.06452	553.74549	553.4635	553.51185	553.48693	554.11101	553.64737	553.78139	553.83029	552.96253	552.52698	552.56372	552.75649	552.63509	552.32807	551.9895	551.34097	550.84851	549.95455	548.76978	547.37387	542.04876	532.04361	516.69283	498.1335	481.30667	464.66871	448.31111	430.21032	418.11905	402.59524	382.21443	366.21156	351.87897	339.6162	328.57212	319.49626	313.19114	310.76329	310.03322	310.26418	310.9357	312.10946	313.414	314.24433	315.7915	316.85404	318.28803	319.54968	320.65455	321.94631	322.25884	322.61665	322.90565	323.05449	323.64574	324.20659	325.12222	325.96113	326.78996	327.32214	327.59382	327.79632	327.6535	327.375	327.28248	327.15982	327.13685	327.47104	327.57099	327.84219	328.32077	328.5834	328.7154	328.69009	328.50892	328.4183	328.54119	328.77014	328.9798	329.24667	329.62954	329.76537	329.8352	330.00732	330.17825	330.13815	330.22885
2	294.55306	294.56613	294.45652	294.62169	294.77691	294.73511	294.67651	294.75355	295.09305	294.9147	295.044	294.99465	295.22953	295.4148	295.53533	296.43179	299.18278	305.73737	316.41351	331.27158	350.92576	371.60882	393.96997	417.14947	435.54035	453.5625	465.43596	473.93701	479.83079	482.96053	485.72892	486.06087	487.35187	486.87201	488.05496	488.47017	489.24571	489.92841	490.75566	491.05771	490.78474	490.48886	490.30989	490.07532	491.40568	490.65802	491.19306	491.29115	490.8951	491.34768	491.82274	492.14397	492.23516	492.22084	491.91844	491.94589	491.90498	492.34607	492.66404	492.50111	492.72472	491.90146	492.34762	493.59672	493.45558	493.30884	493.04444	494.07785	494.28294	493.31373	493.25112	492.72717	492.66215	492.99321	493.31678	493.41136	492.88528	493.34646	493.27098	492.56948	492.3318	492.0879	492.38047	491.7561	492.02638	491.59343	490.41592	489.91154	488.01607	486.24831	482.62654	480.65648	475.89923	471.63342	467.08508	461.40163	456.12903	451.52828	444.83709	437.45092	427.30496	416.93723	403.60085	390.29148	375.01117	360.29191	344.92	329.8	317.33862	307.02997	298.95777	294.97693	293.9946	293.9199	295.44011	297.03733	298.64481	300.0764	300.90449	301.20134	301.26236	301.17557	300.95089	300.625	300.27224	300.01862	299.77344	299.30508	299.35799	299.37436	299.40551	299.56701	299.51771	299.44809	299.13695	299.312	299.42133	299.46577	299.41138	299.3623	299.31201	299.39547	299.20368	299.56707	299.49194	299.30677	299.51279	299.60468	299.62466	299.4692
2	404.57747	404.73065	404.99622	405.21303	405.44573	405.55216	405.74794	405.72243	405.7602	407.45689	411.47651	418.46001	429.67667	446.08461	468.51309	496.12058	527.85976	563.25831	598.17147	634.78439	670.6335	703.54298	734.71746	761.26403	784.27139	804.04584	819.97517	833.71611	844.79867	853.99655	862.05669	868.59601	874.62902	879.16714	882.68863	885.36856	887.00287	888.29181	889.42321	890.02385	890.27491	890.38691	890.42634	890.63801	890.4792	890.65678	890.80684	890.74013	891.08121	891.14378	891.11129	891.12317	891.01986	891.04409	890.92408	890.91265	890.84489	890.64293	890.63121	890.66848	890.58063	890.49515	890.21856	890.25373	890.20577	890.21009	890.17927	889.81341	889.47646	888.91993	888.04582	886.96578	885.4245	883.3721	880.82668	877.18353	872.70823	867.69783	861.97059	855.30549	848.11222	840.28066	831.69838	821.82804	810.8413	798.11544	783.49722	767.63065	749.6303	728.75137	705.54738	678.82406	651.32017	623.81735	595.36057	568.74209	542.81614	518.62195	497.03586	477.54606	460.13232	445.37664	433.16957	424.06549	417.50933	413.47637	412.30174	412.35065	412.79986	413.09344	413.12281	413.33543	413.48717	413.81645	414.00196	414.23634	414.33441	414.52942	414.47583	414.50661	414.39616	414.33174	414.1035	413.89725	413.75775	413.60443	413.5125	413.38642	413.1531	412.83115	412.62563	412.49599	412.45701	412.45253	412.2567	412.28745	412.1247	412.17366	412.15247	412.21743	412.20088	412.20051	412.18909	412.25032	412.17749	412.19255	412.16464	412.18088	412.25149	412.24234
2	322.10943	322.01425	321.92688	322.07141	322.29565	322.77232	323.38475	324.20643	325.28036	326.47011	327.65587	329.8073	333.49364	339.66842	349.66543	362.88292	376.73126	389.43949	399.43748	406.83053	411.61629	413.91765	413.86362	412.25518	410.90904	410.72916	410.54829	409.50876	409.53951	411.43471	411.13318	409.35011	408.50928	408.66794	410.09322	410.25038	409.95584	411.00089	415.10707	420.8858	429.49525	441.9711	461.18889	487.14206	518.05504	553.832	591.6432	630.63453	668.83091	703.47125	734.60983	762.99935	787.52753	808.77678	825.70346	839.53325	850.59834	859.71331	867.28262	873.5884	879.46509	883.43086	886.11814	887.98698	889.36507	889.81003	890.39804	890.11668	889.80371	889.26405	889.03733	888.83183	888.46919	888.36635	888.24992	888.30295	888.17577	888.05688	888.10483	887.99853	887.22102	885.71541	882.55634	877.29504	868.11879	855.3282	838.27381	818.48348	793.52321	764.55246	733.80788	702.89023	671.42732	640.12482	610.8389	582.79795	555.4942	529.8223	507.67425	489.75583	476.3426	464.91586	455.18912	447.64056	441.08872	436.43786	433.06785	430.35352	427.46704	425.60729	424.86827	422.9952	421.35652	421.78899	420.29494	417.71046	415.38394	414.23049	413.48156	412.22067	409.30691	403.67248	398.90255	395.20599	392.548	391.84839	391.48819	392.2458	393.30977	393.90958	392.88004	389.03936	382.3458	372.55314	361.19951	352.07103	347.71141	346.92499	348.31424	351.27104	354.51049	356.88301	357.48361	357.35361	356.40646	355.37467	354.40632	353.91911	353.80402	353.72472
2	337.1441	337.00976	336.9351	337.0408	337.0932	337.67707	339.79785	344.97329	354.78873	369.3557	386.04604	402.80016	414.75594	420.86226	425.89044	426.43846	425.60883	423.4646	421.98783	420.72442	418.63396	416.32048	414.36301	413.91334	414.36519	413.1443	410.6121	408.64264	408.48597	410.55619	415.99352	424.11421	439.77513	460.86674	485.98256	515.43397	552.9475	593.22268	635.53566	677.5483	714.68255	747.40894	775.54981	798.67514	816.51337	829.42556	839.18578	846.46892	852.04088	856.13357	858.86978	861.73016	864.43495	866.85509	868.86846	870.86059	871.80706	872.36325	872.78387	873.04684	873.27498	873.76299	874.01453	874.11415	874.13055	873.94856	873.91569	873.98464	873.81627	873.7986	873.18593	871.12446	867.01678	860.69385	851.05937	837.25529	821.30835	802.4735	781.5097	759.70108	736.20847	712.1792	688.99591	665.4447	641.84574	618.86855	595.825	572.4371	547.82124	524.46219	504.02327	485.3454	468.77461	454.98079	443.36994	434.53503	430.66151	427.1748	424.38193	422.70535	421.95266	420.39057	419.85372	419.61512	418.98569	418.47014	417.71582	416.55884	414.90071	412.77443	409.9896	406.80922	403.82505	400.86123	396.88375	392.05138	388.04978	384.71396	381.94557	379.99418	378.19721	375.66278	372.03484	366.44399	358.90005	349.65986	339.7784	331.2776	325.1894	322.64367	323.14967	325.19382	327.70624	330.16355	332.4256	334.03636	335.18614	336.0426	336.55762	337.02401	336.97702	336.88554	336.77976	337.08511	337.67401	338.30722	339.08322	339.91164	340.91944	342.04818
1	906.73538	906.51458	906.30382	906.11522	905.93885	905.90025	905.81686	905.82441	905.82773	905.81861	905.73966	905.61507	905.52412	905.3387	905.18357	905.38428	908.78966	920.51559	944.09973	975.01558	1012.0754	1051.9845	1091.9313	1129.2775	1163.9282	1195.1958	1223.8559	1249.6589	1274.6731	1299.2875	1323.1704	1343.4482	1361.026	1373.6807	1382.4671	1389.8182	1392.0569	1390.283	1390.117	1389.9586	1389.7611	1389.7151	1389.813	1390.0069	1390.3148	1390.2698	1390.2549	1388.8651	1383.0924	1370.2514	1347.5729	1318.1716	1285.328	1251.4287	1219.7684	1196.0376	1174.1289	1155.7676	1134.7418	1109.9506	1083.2824	1053.0663	1022.1895	990.7498	958.62488	927.91433	902.49338	887.72501	884.8337	887.68212	893.20956	896.6552	897.52246	897.77266	898.17877	899.22822	900.39944	900.8773	901.01195	900.9871	901.11479	901.34332	901.45521	901.41722	901.13455	900.98227	900.91941	900.91678	900.94192	900.93647	900.96208	901.03829	901.07795	901.12113	901.25223	901.49449	901.87244	902.25264	903.04165	903.92002	904.85233	905.87908	906.79099	907.46109	907.87544	908.27977	908.4716	908.49476	908.45846	908.22676	907.93829	907.65993	907.39369	906.91563	906.3891	905.89703	905.40862	904.91856	904.39643	904.09972	903.85988	903.73593	903.6813	903.6743	903.77409	904.04752	904.35485	904.58746	904.74134	904.81408	904.86515	904.86129	904.87175	904.82424	904.75935	904.6408	904.55813	904.39816	904.31977	904.24282	904.16731	904.09296	904.05659	904.01403	903.95075	903.88285	903.85406	903.83171	903.82323	903.86386
1	831.3989	831.15165	830.88685	830.74979	830.65964	830.65037	830.60739	830.60343	830.58778	830.62148	830.62996	830.73947	830.56504	830.05462	829.56489	831.33679	837.18519	851.14091	871.47486	893.956	915.27359	933.17506	946.39312	954.55412	957.33241	955.60977	951.54739	945.80949	937.39907	931.52507	931.22473	935.56377	937.2906	937.29753	936.41723	935.06928	935.03168	935.71715	935.71715	938.38083	945.40403	900.73727	897.98315	896.23872	892.82553	889.40728	885.75827	881.66798	1201.2671	1231.642	1261.5717	1286.1015	1307.9862	1327.3226	1343.978	1356.5307	1364.3836	1367.8667	1367.9075	1367.8167	1367.3871	1366.9207	1366.9956	1366.6449	1366.3161	1366.3976	1366.0745	1366.2665	1366.262	1366.6596	1366.946	1367.3775	1368.0459	1368.4861	1367.396	1361.763	1347.5787	1323.3814	1289.516	1248.3319	1209.2128	1164.9928	1125.6982	1089.8178	1055.3648	1027.4294	1003.9176	984.43869	969.35374	958.32774	949.40562	942.64493	938.43819	936.99245	936.09498	936.24324	937.0415	940.27082	944.41001	949.55872	953.52998	957.77861	962.15442	967.03162	973.22535	978.72095	981.89716	978.63996	966.10873	944.61579	919.24993	890.51689	862.05987	838.01131	820.78474	811.75743	810.42696	814.86212	818.16569	816.38082	814.92133	815.66866	817.90328	820.80923	823.13338	825.28839	827.347	829.36221	830.45548	831.19503	831.86765	833.0098	834.35985	835.90527	836.84889	837.28449	837.38536	837.39226	836.83685	835.84684	834.87164	834.30243	834.03834	834.0004	834.0808	834.03562	834.03329	833.79058	833.32338	832.9469
1	812.8449	813.2925	813.61036	814.05003	814.39568	814.79067	815.32325	816.56076	819.60378	825.25535	834.80815	848.14178	865.4182	886.19527	905.93525	923.99267	936.45138	942.40061	943.26803	940.90343	933.49295	923.15879	912.29444	902.65188	894.08866	890.66359	889.11092	889.64148	892.11944	894.61171	895.67659	894.82293	895.39852	898.93843	905.06532	916.79967	935.09314	960.7133	994.27367	1030.3934	1065.3149	1096.3921	1126.1611	1152.4772	1178.5385	1207.2484	1234.8879	1259.8875	1282.1136	1302.2404	1319.4671	1332.862	1342.0902	1346.6646	1347.9046	1347.5564	1347.675	1347.3936	1347.4299	1347.5602	1347.2903	1346.3217	1344.0984	1340.568	1334.2737	1323.4773	1307.3459	1286.3985	1260.8157	1232.7091	1203.8193	1174.8167	1145.4614	1117.4663	1090.7266	1063.3253	1035.4349	1008.09	983.37666	962.43743	946.0575	934.09105	925.17474	917.86187	912.85454	909.8038	908.04539	907.36487	907.66127	908.20098	907.66574	906.75515	907.0167	909.15919	912.58586	916.73232	918.21624	918.06535	917.3366	917.01887	917.18934	917.73837	918.72628	920.41172	924.58966	929.64957	935.29343	938.99038	939.51387	936.37337	929.01493	915.6969	898.05746	877.6846	852.97492	833.09444	816.52313	803.15534	794.80898	792.53527	795.5221	800.94836	800.27752	796.83381	793.23542	792.11198	792.73431	795.564	798.35476	799.91692	800.15476	799.9405	799.82182	799.72287	799.80028	799.82992	799.61406	799.14015	798.55168	798.09604	797.67716	797.28618	796.7552	796.16442	795.65611	795.13535	794.72781	794.53408	794.35112	794.35048
2	414.67297	417.61945	423.58524	433.91968	447.40129	465.18183	486.90451	512.40253	540.73317	570.71005	599.78002	629.82977	658.60143	685.41178	710.22265	732.24128	752.15602	769.11041	783.31642	795.1642	804.92235	814.40013	823.50425	832.59984	841.15181	848.67996	855.34957	861.6311	867.32735	872.0453	875.38477	877.9291	879.48378	880.13439	880.18082	880.06405	879.68327	879.20184	878.97486	878.86618	879.01659	879.32625	879.55442	879.93135	880.09452	880.4777	880.82918	880.90879	881.0748	881.11855	881.09851	881.10403	880.98553	881.14504	880.93024	880.84909	880.59988	880.57722	879.95273	878.81008	877.17972	874.77318	871.96519	868.65091	865.07373	860.69642	856.51072	851.90282	847.01976	841.69899	835.78199	829.95174	823.67865	816.35633	808.6608	799.96748	789.37135	777.37536	762.74735	745.92963	725.27591	702.59812	677.37987	650.86625	623.28092	595.7185	569.77174	543.36278	518.5003	496.29975	476.59349	459.92056	445.86024	434.4697	425.40354	418.88523	414.61857	413.09801	412.73686	413.25807	414.00224	414.57798	415.0918	415.32343	415.49067	415.44493	415.38725	415.41873	415.32826	415.35401	415.31591	415.34616	415.3709	415.42674	415.36893	415.4134	415.34975	415.40274	415.32766	415.22027	415.21899	415.03369	415.00071	414.99745	414.94424	414.90856	414.8829	414.82624	414.71674	414.74461	414.7466	414.66544	414.69855	414.66951	414.60919	414.57615	414.52733	414.50325	414.51746	414.48006	414.36682	414.29692	414.26293	414.2481	414.11255	413.94592	413.85799	413.73458	413.61835	413.55778
2	353.83936	354.07722	354.35592	355.14937	356.03885	357.36308	358.82196	360.25254	361.86286	363.49375	365.32816	367.12008	369.53627	373.23092	379.50635	388.38243	398.17281	407.77876	415.91617	422.38625	427.49257	431.10244	432.96471	433.47819	432.14532	429.51596	425.71451	421.2506	416.79635	413.0402	410.70868	407.17115	404.19039	400.13912	397.04298	397.01745	400.07243	403.62899	404.68171	404.35622	407.75491	414.86762	424.31072	439.8795	464.75834	496.35337	532.50626	574.44826	618.32714	660.19138	696.77625	729.39511	760.46266	786.92687	810.09956	829.21094	844.34404	856.27096	865.88207	873.27048	880.11658	885.29784	888.83357	891.67023	893.16175	893.59239	893.54087	893.81825	893.91332	894.07714	894.26343	894.50643	894.80185	895.05976	895.09555	895.22991	895.43015	895.60517	895.77148	895.91126	895.77629	895.71817	895.60894	895.29916	894.24689	892.01661	888.99322	883.84442	875.70279	865.51173	852.19658	835.89042	817.3798	794.96525	770.08072	742.91396	712.04991	680.16333	646.35513	610.25498	573.87008	539.47614	507.37352	480.83374	460.66913	445.40437	434.67279	426.47653	420.32782	416.10289	412.81361	410.23604	407.97473	408.81833	409.15088	409.59313	409.455	408.01086	405.01635	402.34042	399.74338	395.98489	392.0113	389.80891	389.12282	389.33465	389.76679	390.93367	389.461	386.26568	379.71436	369.31279	355.14299	341.24262	332.36104	331.21549	333.82187	337.52583	339.56649	340.48291	340.70889	340.84728	341.12232	342.03152	343.09442	343.9844	344.28371	344.5627	344.59252	345.05632
