1	0.48105169	0.61451433	0.61837825	0.49711009	0.65952413	0.8790139	0.66280806	0.32881421	0.40238833	0.38724543	0.042659856	0.042297798	0.41704745	0.42791092	0.42485841
3	0.74237233	0.35109843	0.50674715	0.57412562	0.05221138	0.61068795	0.76349568	0.1518687	0.90946481	0.78577629	0.90837753	0.77663247	0.99659707	0.88437536	0.94733759
1	0.459756	0.58343167	0.73712261	0.48934765	0.57640526	0.68341587	0.042652411	0.99538973	0.18746081	0.89438938	0.93939836	0.34328789	0.98477624	0.32485544	0.83222148
3	0.067785488	0.48837964	0.4299153	0.75122361	0.13339461	0.25844631	0.25652801	0.19913438	0.77398592	0.87887288	0.98764789	0.72246663	0.92235647	0.81242096	0.89302749
2	0.52378004	0.96216103	0.36428687	0.071234572	0.74614794	0.27276742	0.27359875	0.37913738	0.28665392	0.37049673	0.58757126	0.78620063	0.72220964	0.43146205	0.38919282
3	0.54800916	0.87353646	0.29828415	0.38084753	0.6193868	0.60653725	0.87572061	0.60219044	0.021929823	0.85337101	0.89576234	0.73494063	0.949931	0.86175764	0.90644683
2	0.95641636	0.089998815	0.70507748	0.99947786	0.54087832	0.25235161	0.32427109	0.28867165	0.26871695	0.38789813	0.095376786	0.40806349	0.66824932	0.49388184	0.61490357
1	0.51896034	0.53748938	0.74551605	0.5112202	0.56141838	0.73634007	0.14651491	0.45605767	0.10975505	0.16356991	0.98914491	0.71357401	0.28594686	0.11703682	0.019621067
2	0.50165911	0.10974237	0.43198061	0.12402592	0.54640189	0.26402378	0.28729425	0.37388974	0.3016608	0.44640583	0.031459936	0.91188981	0.53104884	0.98172877	0.74766158
2	0.54306218	0.45220745	0.53096445	0.20834598	0.95754312	0.33956315	0.2874469	0.38725936	0.32722789	0.36023629	0.85737406	0.64634607	0.30798603	0.63195471	0.39800519
1	0.49413124	0.60119235	0.72800249	0.41120704	0.58113994	0.74870572	0.78555899	0.60786591	0.21756331	0.64206083	0.51181992	0.047554673	0.64630196	0.071037084	0.68006553
2	0.27939197	0.82773217	0.17923148	0.62492353	0.28708461	0.21430395	0.28615896	0.31329542	0.21246582	0.35886794	0.29896416	0.83334865	0.65136834	0.1458057	0.89347431
2	0.21810873	0.57326038	0.78114527	0.78044595	0.234118	0.28605745	0.41362662	0.31664737	0.28208792	0.45697291	0.86159576	0.66632649	0.93470924	0.42604088	0.24891961
1	0.53927021	0.69272972	0.68421353	0.49563993	0.5811592	0.40458	0.73864029	0.17811695	0.78936394	0.59749019	0.2237704	0.10788891	0.40349114	0.45039358	0.36003104
3	0.98974014	0.98453235	0.70608477	0.54825089	0.86100825	0.72482469	0.3463095	0.084904751	0.2027474	0.36092802	0.90389327	0.76167182	0.87968102	0.82469813	0.94713152
1	0.4813204	0.64949827	0.74107032	0.52546888	0.67043682	0.52249531	0.80134761	0.28784934	0.86693029	0.87111112	0.73422969	0.62371641	0.81115089	0.88283761	0.15649522
2	0.76241448	0.37472247	0.4138865	0.20847022	0.60980182	0.28554723	0.33515137	0.40406885	0.30927818	0.43964324	0.48743065	0.33975716	0.86467255	0.30897108	0.38014299
1	0.51925953	0.5583161	0.72862345	0.61188894	0.54194932	0.044454092	0.36241146	0.44172206	0.96442267	0.68156043	0.80444958	0.48565167	0.72175327	0.88440505	0.12218915
2	0.31801912	0.64231523	0.80899027	0.24108406	0.5230298	0.33918644	0.37085469	0.40676664	0.26159043	0.36293806	0.64479403	0.55967793	0.0043350726	0.51187443	0.97725565
3	0.86165672	0.213837	0.75287412	0.84185173	0.61539285	0.34791569	0.17148108	0.2487989	0.015908339	0.067947302	0.94177633	0.67141661	0.9334875	0.91610831	0.89962203
2	0.0073486611	0.13111471	0.30913643	0.45496615	0.16689072	0.19847406	0.40231045	0.43661039	0.19944021	0.37062251	0.22946877	0.28734961	0.41996037	0.95083756	0.81283253
1	0.58238495	0.60825565	0.79051256	0.52443113	0.64376788	0.089950679	0.030889549	0.48522941	0.18443367	0.81453977	0.97125882	0.85618229	0.84908548	0.39453468	0.40677676
3	0.56686083	0.11327645	0.49652027	0.63457948	0.6153294	0.71464287	0.63518638	0.36193273	0.80828055	0.39811765	0.95389775	0.71735306	0.9127739	0.82459215	0.93445255
