1	-0.70673216	-0.65213669	-0.45675415	-0.21008089	0.075266939	0.3499413	0.59500684	0.77935864	1.0622726	1.3085662	1.4932306	1.5211424	1.5117641	1.3693023	1.1690073	0.97719743	0.71437999	0.49046043	0.23282342	-0.054243777	-0.3190262	-0.5719517	-0.7202638	-0.72977614	-0.67629714	-0.47620309	-0.22278634	0.044653285	0.33073799	0.62671463	0.90485006	1.1937929	1.4954636	1.6582452	1.6582452.1	1.5608888	1.5457048	1.5376662	1.5914801	1.6088971	1.6575753	1.4566104	1.1623084	0.86912297	0.59661456	0.29748946	0.034627369	-0.21209054	-0.47783313	-0.65510651	-0.57192937	-0.65445896	-0.75273079	-0.92547129	-1.0641371	-1.2180092	-1.3300226	-1.3396041	-1.2730513	-1.131237	-0.98084829	-0.841267	-0.74757269	-0.64479031	-0.6249841	-0.61189905	-0.70657585	-0.79060151	-0.91229693	-1.0588673	-1.1936031	-1.320345	-1.3910199	-1.3002932	-1.1547053	-1.0317147	-0.87650284	-0.75764327	-0.60734385	-0.52660062
1	-0.88261011	-0.77907421	-0.57438111	-0.29795152	0.0047063243	0.3205096	0.56296973	0.8450748	1.1334396	1.4261862	1.5862266	1.575585	1.6022932	1.5661955	1.3738131	1.1547227	0.85029124	0.59447702	0.31798484	0.023548105	-0.2631057	-0.5254509	-0.71883476	-0.85414921	-0.79545383	-0.589008	-0.32935449	-0.063921159	0.25096402	0.51958981	0.82566964	1.1000544	1.3986434	1.5088146	1.5540933	1.5252986	1.5294717	1.546373	1.6045885	1.6696896	1.6381823	1.3660928	1.0766847	0.79311906	0.49244346	0.21171553	-0.080864156	-0.36399165	-0.61502761	-0.78414459	-0.50160134	-0.61932595	-0.72031623	-0.82694026	-0.98291182	-1.127908	-1.2408543	-1.3016092	-1.2655594	-1.1137819	-0.96542631	-0.87900033	-0.77794746	-0.66758845	-0.60787065	-0.65607055	-0.72371735	-0.85204177	-0.9885873	-1.1225872	-1.2418142	-1.3294566	-1.294254	-1.1642561	-1.0345963	-0.87190597	-0.72774444	-0.58266481	-0.43566553	-0.40818533
1	-0.56443482	-0.47507654	-0.29188196	-0.032870023	0.23701029	0.50545337	0.71355614	0.93757545	1.1213283	1.3246799	1.4695916	1.3818131	1.3383396	1.3371518	1.168484	0.9283106	0.72198953	0.49892046	0.2632607	-0.013544497	-0.25572529	-0.46129804	-0.54805504	-0.54351764	-0.36107138	-0.1220145	0.11131717	0.36232332	0.59501358	0.83542454	1.0853379	1.3176718	1.4951293	1.5924103	1.5475114	1.3982048	1.3322818	1.2917778	1.3739736	1.5462048	1.6023878	1.3772995	1.1302368	0.89635875	0.67899112	0.44499428	0.19472457	-0.055141296	-0.28855611	-0.48789291	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987	-1.0551987
1	-0.59975323	-0.53301885	-0.34180795	-0.088863971	0.15296604	0.43081543	0.69401458	0.96769623	1.2084148	1.4807072	1.5605258	1.491316	1.4975045	1.5971514	1.4982623	1.2678999	1.0107629	0.7903778	0.57453934	0.33293667	0.086888399	-0.16200151	-0.38626386	-0.53668141	-0.54052079	-0.45698916	-0.25346448	-0.037752313	0.22686135	0.46175775	0.70449708	0.94003759	1.183661	1.4180648	1.5472648	1.4969993	1.4161704	1.4064457	1.489169	1.4687092	1.4664359	1.2743409	1.0264235	0.7929037	0.57226603	0.33963031	0.11362509	-0.12167546	-0.34392971	-0.53253893	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927	-1.0350927
1	-1.0041012	-0.90902731	-0.66964441	-0.364507	-0.078415234	0.25098889	0.55316489	0.8866392	1.2032714	1.5512018	1.7192022	1.5923247	1.5051667	1.6549213	1.6700793	1.4452367	1.2212363	0.94713054	0.65814754	0.356954	0.057444668	-0.25238047	-0.55647928	-0.77144109	-0.94723089	-0.94544843	-0.79038849	-0.51601605	-0.22459094	0.085795598	0.38642774	0.68677917	0.98446394	1.2912715	1.513307	1.4686754	1.4347104	1.4895877	1.4800438	1.5770264	1.7485355	1.466149	1.1645345	0.85688475	0.55569121	0.23653272	-0.073081891	-0.39134213	-0.67878126	-0.9147396	-0.50286515	-0.55754595	-0.69043041	-0.79315341	-0.93398174	-1.0475258	-1.1896875	-1.2521297	-1.1828945	-1.0704592	-0.94227649	-0.80619203	-0.63793908	-0.60018463	-0.54311785	-0.54891436	-0.58080214	-0.64859174	-0.69819183	-0.82547628	-0.98132218	-1.1353856	-1.2736315	-1.2456034	-1.1584032	-1.0334907	-0.86582723	-0.71464098	-0.61268991	-0.53855644
1	-0.79971332	-0.72795124	-0.53643546	-0.27519778	0.017805001	0.30853037	0.60948036	0.83439812	1.1106762	1.3184897	1.4546597	1.4926165	1.5099343	1.4437471	1.2712809	1.0328647	0.74714493	0.47086686	0.16790043	-0.12249282	-0.40275635	-0.6299278	-0.79347417	-0.8010418	-0.67621138	-0.44223142	-0.18917818	0.095521551	0.39023239	0.64679663	0.93085584	1.2323752	1.4729264	1.6043518	1.5324711	1.4885836	1.4817039	1.5841873	1.6842983	1.741708	1.7519089	1.4703169	1.1540893	0.86704097	0.56471505	0.25693285	-0.021883578	-0.31863459	-0.55992123	-0.75055926	-0.55866391	-0.65834796	-0.74761761	-0.90810371	-1.0633945	-1.1732794	-1.1964568	-1.1850223	-1.1441476	-1.0669766	-0.95047298	-0.90743946	-0.90155616	-0.7812331	-0.67867857	-0.61448413	-0.66005601	-0.71153492	-0.80360389	-0.9339855	-1.0902489	-1.1994222	-1.2877192	-1.2615527	-1.2126833	-1.0661701	-0.92973908	-0.76837523	-0.6648955	-0.5679396
0	-0.98963777	-0.89696503	-0.66476796	-0.44585355	-0.16574229	0.14454074	0.46815474	0.78114261	1.0743272	1.3631648	1.5269038	1.6069218	1.6297841	1.701591	1.4979235	1.2533614	0.96806592	0.73896009	0.40166092	0.11749241	-0.16426107	-0.48835808	-0.76734233	-0.96147853	-0.99021738	-0.84990415	-0.60093067	-0.31103049	-0.0025345738	0.29990766	0.59099926	0.85906757	1.1594973	1.463308	1.6718056	1.6127179	1.5793905	1.6020918	1.6056338	1.6956339	1.7162422	1.4410898	1.1499982	0.85971158	0.57135702	0.24194695	-0.082246659	-0.39035617	-0.67727781	-0.89591851	-0.46636521	-0.52335991	-0.64254968	-0.79981643	-0.96041591	-1.146341	-1.2806972	-1.2914038	-1.1711353	-1.0555842	-0.9269597	-0.73646214	-0.6195264	-0.53944401	-0.53287513	-0.57724728	-0.60711315	-0.67487888	-0.85566802	-1.0127738	-1.094434	-1.1816487	-1.2155719	-1.2288384	-1.0556003	-0.86416892	-0.69812757	-0.50693771	-0.41521487	-0.3684116
1	-0.85808651	-0.77793475	-0.59293306	-0.32086576	-0.016635774	0.29326398	0.62025462	0.91455231	1.1629616	1.4297262	1.5512795	1.5600493	1.584931	1.4907068	1.3454955	1.0395727	0.71427488	0.39330072	0.11303469	-0.13635355	-0.42298277	-0.66666045	-0.81268758	-0.83008438	-0.67967236	-0.48879696	-0.21175331	0.076385139	0.37663813	0.65023505	0.93351952	1.2270014	1.5317005	1.5871745	1.5908456	1.5553585	1.5390426	1.608997	1.7242279	1.7578794	1.557194	1.2465805	0.97512502	0.7038735	0.43274436	0.12627094	-0.16156158	-0.41610971	-0.66239792	-0.78507295	-0.56692963	-0.6708006	-0.83298045	-0.94694688	-1.073864	-1.2249491	-1.2832049	-1.2684921	-1.1418401	-0.98253589	-0.84947989	-0.76245506	-0.65244524	-0.55644668	-0.5484315	-0.65319985	-0.80353029	-0.95165809	-1.0899556	-1.2296399	-1.3217573	-1.2811797	-1.2235622	-1.0752305	-0.91788422	-0.76991958	-0.58954752	-0.4411138	-0.38651678	-0.47711071
0	-0.58977602	-0.48414613	-0.29688576	-0.029345364	0.23614491	0.49865763	0.76012902	1.0609757	1.2884412	1.4503354	1.4682333	1.4701857	1.463352	1.3634494	1.1421669	0.93569071	0.68414449	0.42890481	0.18349267	-0.049098088	-0.2821607	-0.47723105	-0.53720514	-0.52038115	-0.38718857	-0.18365742	0.064732271	0.2986247	0.55742768	0.75378342	0.98368951	1.2349103	1.4293461	1.505656	1.4599352	1.3894827	1.4851549	1.4716501	1.5531667	1.6556726	1.521276	1.2887666	1.071389	0.8203309	0.57869359	0.33401364	0.10119508	-0.16074816	-0.38334867	-0.48315362	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292	-1.0376292
1	-0.52195232	-0.44389121	-0.26845709	-0.04254233	0.19495066	0.43230992	0.68861335	0.94346811	1.1419361	1.3856472	1.4686673	1.4091603	1.4246499	1.4442627	1.3051902	1.0794204	0.82757438	0.62320026	0.36555959	0.11750245	-0.082670532	-0.26500256	-0.45249409	-0.52711182	-0.46871921	-0.29565868	-0.07882598	0.1588453	0.39275004	0.61751701	0.86568559	1.109731	1.3353895	1.5442211	1.6145373	1.559265	1.4570779	1.3874302	1.3977938	1.4766907	1.5279514	1.3630257	1.1248864	0.8801723	0.64860773	0.40612239	0.17154904	-0.069186743	-0.29085578	-0.45315157	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614	-1.0543614
