1	-1.6022936	-1.6708228	-1.6936659	-1.6993767	-1.6993767.1	-1.7036597	-1.7036597.1	-1.7036597.2	-1.7036597.3	-1.7036597.4	-0.73425658	-0.9769643	0.46214968	0.94613741	1.4444021	1.5272082	1.6228636	1.6685498	1.7042421	1.718519	1.718519.1	1.7870483	1.7413621	1.7270852	1.718519.2	1.718519.3	1.718519.4	1.7142359	1.718519.5	1.7142359.1	1.7228021	1.7228021.1	1.7228021.2	1.718519.6	1.6000205	-1.3467366	-1.5894444	-1.6394136	-1.6665397	-1.6765336	-1.6850997	-1.6893828	-1.6936659.1	-1.6936659.2	-0.8256289	-0.56578888	-0.017554981	0.20230965	0.22515273	0.26084504	0.27940504	0.27940504.1	0.27083889	0.26512812	0.27083889.1	0.27083889.2	0.27512197	0.27512197.1	0.27512197.2	0.27512197.3	0.27512197.4	0.27512197.5	0.27512197.6	0.27512197.7	0.27940504.2	0.28368812	0.28368812.1	0.28368812.2	0.27940504.3	0.27940504.4	0.27940504.5	0.27940504.6	0.27940504.7	0.27940504.8	0.27940504.9	0.27940504.10	0.27940504.11	0.27940504.12	0.27940504.13	0.27940504.14	0.27940504.15	0.27512197.8	0.27512197.9	0.27940504.16	0.27512197.10	0.27512197.11	0.27512197.12	0.27512197.13	0.27512197.14	0.27512197.15	0.27512197.16	0.27512197.17	0.27512197.18	0.27512197.19	0.27512197.20	0.27512197.21	0.27512197.22	0.27512197.23	0.27940504.17	0.27512197.24	0.27512197.25	0.27512197.26	0.27512197.27	0.27512197.28	0.27940504.18	0.27940504.19	0.28368812.3	0.2879712	0.29368197	0.27940504.20	0.28368812.4	0.28368812.5	0.28368812.6	0.28368812.7	0.27512197.29	0.27512197.30	0.27512197.31	0.27512197.32	0.27512197.33	0.27512197.34	0.27512197.35	0.27512197.36	0.27940504.21	0.27940504.22	0.27512197.37	0.27940504.23	0.27512197.38	0.27940504.24	0.27512197.39	0.27512197.40	-1.0140843	-1.1325828	-1.145432	-1.145432.1	-1.145432.2	-1.145432.3	-1.145432.4	-1.145432.5	-1.145432.6	-1.145432.7	-1.145432.8	-1.145432.9	-1.145432.10	-1.145432.11	-1.145432.12	-1.145432.13	-1.145432.14	-1.145432.15	-1.145432.16	-1.145432.17	-1.145432.18	-1.145432.19
1	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	1.7600189	1.7600189	1.7600189	1.7600189	1.7600189	1.7600189	1.7600189	1.7600189	1.7600189	1.7600189	1.7600189	1.747529	1.7086715	1.6795284	-1.0779673	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	0.29869887	0.5124152	0.61372228	0.61927336	0.62898774	0.64147765	0.64980426	0.65813087	0.66229418	0.66645748	0.67062079	0.67617186	0.68172293	0.68727401	0.69143731	0.69560062	0.70253946	0.70531499	0.70809053	0.71225384	0.71502937	0.71780491	0.72058045	0.71919268	0.72613152	0.73029482	0.73307036	0.7358459	0.73723366	0.73862143	0.7400092	0.74278474	0.74556027	0.74556027	0.74833581	0.75111135	0.75111135	0.75388688	0.75527465	0.75666242	0.75666242	0.75666242	0.75805019	0.75805019	0.75805019	0.75805019	0.75666242	0.75666242	0.75666242	0.75527465	0.74556027	0.69698838	0.62759997	0.56653816	0.54017056	0.52074181	0.50270082	0.49576198	0.49298644	0.49159867	0.4902109	0.4902109	0.48882313	0.48743537	0.4860476	0.4860476	0.4860476	0.4860476	0.4860476	0.4860476	0.4860476	0.48327206	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551	-1.0793551
1	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	1.7342586	1.7342586	1.7342586	1.7342586	1.7342586	1.7342586	1.7342586	1.7342586	1.7342586	1.7342586	1.7342586	1.7342586	1.7202958	1.6798035	-1.1155577	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	0.27095265	0.48179159	0.58511663	0.59768319	0.60885346	0.61583488	0.62560887	0.63259029	0.63817543	0.64376057	0.64515685	0.65074199	0.65493084	0.66051598	0.66470483	0.66889369	0.67168626	0.67587511	0.68146025	0.6856491	0.68425281	0.68704538	0.68983795	0.69263052	0.69542309	0.69821566	0.70240451	0.70519708	0.70798965	0.71078222	0.71078222	0.71357479	0.71357479	0.71497107	0.71636735	0.71915992	0.72055621	0.72195249	0.72474506	0.72474506	0.72614134	0.72614134	0.72474506	0.72474506	0.72614134	0.72614134	0.72753763	0.72334878	0.72195249	0.72195249	0.72195249	0.71636735	0.69123424	0.64655314	0.59209805	0.53066154	0.50133957	0.47899902	0.46922503	0.46643246	0.4622436	0.46084732	0.46084732	0.45945104	0.45945104	0.46084732	0.4622436	0.46084732	0.4622436	0.46363989	0.4622436	0.4622436	0.4622436	0.4622436	0.4622436	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391	-1.1225391
1	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-0.1810807	1.7463083	1.7463083	1.7463083	1.7463083	1.7463083	1.7463083	1.7463083	1.7463083	1.7463083	1.7463083	1.7463083	1.7405549	1.7146646	-1.1893641	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	0.21446556	0.44460156	0.55679286	0.56254626	0.57117636	0.58268316	0.58843656	0.59275161	0.59850501	0.60282006	0.61001181	0.61432686	0.61720356	0.62151861	0.62583366	0.62871036	0.63014871	0.63302541	0.63734046	0.63877881	0.64165551	0.64309386	0.64740891	0.64597056	0.64884726	0.65172396	0.65460066	0.66035406	0.66323076	0.66179241	0.66610746	0.66610746	0.66898416	0.67042251	0.67473756	0.67761426	0.67905261	0.67905261	0.68049096	0.68336766	0.68336766	0.68624436	0.68768271	0.68912106	0.69055941	0.68480601	0.68624436	0.68336766	0.68624436	0.68624436	0.68624436	0.68624436	0.68624436	0.68624436	0.68480601	0.68192931	0.66898416	0.64309386	0.56686131	0.51364236	0.46617681	0.44891661	0.43884816	0.43309476	0.43165641	0.43021806	0.43165641	0.43165641	0.43165641	0.43165641	0.43165641	0.43309476	0.43165641	0.43165641	0.43309476	0.43309476	0.43309476	0.43309476	0.43309476	0.43309476	-1.1936791	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558	-1.1965558
1	-1.1527005	-1.1527005	-1.1504094	-1.1504094	-1.1527005	-1.1504094	-1.1504094	-1.1504094	-1.1504094	-1.1504094	-1.1527005	-1.1504094	-1.1527005	-1.1527005	-1.1504094	-1.1527005	-1.1527005	-1.1527005	-1.1504094	0.65949774	1.0123151	0.77175781	0.55640177	0.34562776	0.22420361	0.11194354	0.045503913	-0.007189588	-0.059883089	-0.094248415	-0.13319578	-0.156106	-0.1767252	-1.1504094	-1.1504094	-1.1504094	-1.1504094	-1.1504094	-1.1527005	-1.1504094	-1.1504094	-1.1504094	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1504094	-1.1527005	-1.1504094	0.30668039	0.65262468	0.83819744	0.88401788	0.90921912	0.92754729	0.94129342	0.95045751	0.98024079	0.98711386	0.99398692	0.9916959	0.98482284	0.98711386	0.98024079	0.97794977	0.96649466	0.9596216	0.95503955	0.94816649	0.9390024	0.93442036	0.92754729	0.92296525	0.92296525	0.9183832	0.91380116	0.9069281	0.90921912	0.90921912	0.90463707	0.89547299	0.89318196	0.89776401	0.90005503	0.89776401	0.90005503	0.89547299	0.89547299	0.89089094	0.89318196	0.89089094	0.89318196	0.88859992	0.89089094	0.90005503	0.89318196	0.90463707	0.90463707	0.90463707	0.90234605	0.90463707	0.92525627	0.95503955	0.99398692	1.0420984	1.0306433	0.99627794	0.98711386	0.97565875	0.97565875	0.97336773	0.9710767	0.97336773	0.97336773	0.9710767	0.96649466	0.95503955	0.95274853	0.95733057	0.95503955	0.95733057	0.95733057	0.9596216	0.95733057	-1.1160441	-1.1504094	-1.1504094	-1.1504094	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005	-1.1527005
1	1.0842161	1.0842161	1.0842161	1.0842161	1.1039811	1.0842161	1.0842161	1.0842161	1.0842161	1.0842161	1.0842161	1.1039811	1.0842161	1.0842161	1.1039811	1.0842161	1.0842161	1.0842161	1.0842161	1.0842161	1.1039811	1.1039811	1.1039811	0.70868045	0.056434369	0.35290986	0.53079515	0.62962032	0.64938535	0.66915038	0.70868045	0.70868045	0.72844548	0.72844548	0.74821051	0.74821051	0.74821051	1.0842161	1.1039811	1.1039811	1.0842161	1.0842161	1.1039811	1.1039811	1.1039811	1.0842161	1.0842161	1.1039811	1.1039811	1.0842161	1.1039811	1.0842161	1.0842161	1.0842161	1.1039811	0.80750561	-0.41792641	-0.91205223	-0.91205223	-0.93181726	-0.95158229	-0.95158229	-0.97134733	-0.97134733	-0.99111236	-0.99111236	-1.0108774	-1.0108774	-1.0108774	-1.0306424	-1.0306424	-1.0108774	-1.0306424	-1.0108774	-1.0108774	-1.0108774	-1.0108774	-1.0108774	-1.0108774	-1.0306424	-1.0306424	-1.0306424	-1.0306424	-1.0306424	-1.0306424	-1.0306424	-1.0306424	-1.0306424	-1.0306424	-1.0306424	-1.0306424	-1.0306424	-1.0306424	-1.0504075	-1.0504075	-1.0504075	-1.0504075	-1.0504075	-1.0504075	-1.0306424	-1.0306424	-1.0504075	-1.0504075	-1.0306424	-1.0306424	-1.0306424	-1.0306424	-1.0306424	-1.0306424	-1.0306424	-1.0306424	-1.0108774	-0.97134733	-0.93181726	-0.91205223	-0.8922872	-0.8922872	-0.87252216	-0.87252216	-0.87252216	-0.87252216	-0.87252216	-0.87252216	-0.87252216	-0.87252216	-0.87252216	-0.87252216	-0.87252216	-0.85275713	-0.85275713	-0.85275713	-0.85275713	-0.85275713	0.9853909	1.1039811	1.0842161	1.1039811	1.0842161	1.0842161	1.0842161	1.0842161	1.0842161	1.0842161	1.0842161	1.0842161	1.0842161	1.0842161	1.0842161	1.0842161	1.0842161	1.0842161	1.0842161
1	1.0497947	1.0683708	1.0683708	1.0497947	1.0497947	1.0497947	1.0497947	1.0497947	1.0497947	1.0497947	1.0497947	1.0497947	1.0497947	1.0497947	1.0497947	1.0497947	1.0497947	1.0497947	-0.38056585	0.12098914	0.45535914	0.54823969	0.58539191	0.62254413	0.64112024	0.65969636	0.67827247	0.67827247	0.69684858	0.69684858	0.69684858	0.71542469	1.0683708	1.0497947	1.0683708	1.0497947	1.0683708	1.0683708	1.0683708	1.0497947	1.0683708	1.0683708	1.0497947	1.0497947	1.0683708	1.0683708	1.0683708	1.0683708	0.17671747	-0.65920751	-0.88212084	-0.90069695	-0.91927306	-0.91927306	-0.93784917	-0.97500139	-0.97500139	-0.9935775	-1.0121536	-1.0121536	-1.0307297	-1.0307297	-1.0307297	-1.0493058	-1.0493058	-1.0493058	-1.0493058	-1.0493058	-1.0493058	-1.0493058	-1.0493058	-1.0493058	-1.0493058	-1.0493058	-1.0493058	-1.0493058	-1.0493058	-1.0678819	-1.0678819	-1.0678819	-1.0678819	-1.0678819	-1.0678819	-1.0678819	-1.0678819	-1.0678819	-1.0678819	-1.0678819	-1.0678819	-1.0678819	-1.0678819	-1.0678819	-1.0678819	-1.0678819	-1.0678819	-1.0678819	-1.0678819	-1.0678819	-1.0864581	-1.0678819	-1.0678819	-1.0678819	-1.0307297	-0.97500139	-0.95642528	-0.93784917	-0.93784917	-0.93784917	-0.93784917	-0.93784917	-0.93784917	-0.93784917	-0.93784917	-0.91927306	-0.91927306	-0.91927306	-0.91927306	-0.91927306	-0.91927306	-0.91927306	-0.91927306	-0.91927306	-0.91927306	0.95691413	1.0683708	1.0497947	1.0497947	1.0497947	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708	1.0683708
1	-1.6254816	-1.6714247	-1.6843462	-1.690089	-1.690089	-1.6943962	-1.6943962	-1.6943962	-1.6943962	-1.6943962	-0.78845634	-0.99089298	0.51517821	0.96599456	1.411068	1.5359757	1.6694978	1.7240552	1.7384124	1.7384124	1.8159413	1.7699982	1.7513339	1.7470267	1.7513339	1.7470267	1.7427195	1.7427195	1.7427195	1.7427195	1.7470267	1.7427195	1.7427195	1.7326695	-1.335466	-1.5608742	-1.6154316	-1.6484531	-1.6671175	-1.6757318	-1.680039	-1.6843462	-1.6843462	-0.84444945	-0.54581951	-0.026088559	0.051440367	0.20793394	0.24526268	0.2811557	0.29120575	0.29120575	0.29120575	0.29551291	0.29551291	0.29982008	0.29551291	0.29551291	0.29551291	0.29551291	0.29982008	0.29982008	0.29551291	0.29551291	0.29551291	0.29982008	0.29982008	0.29982008	0.29982008	0.29982008	0.29982008	0.29982008	0.29982008	0.29982008	0.29982008	0.29982008	0.29551291	0.29982008	0.29551291	0.30412724	0.29982008	0.30412724	0.30412724	0.30412724	0.30412724	0.30412724	0.30412724	0.30412724	0.30412724	0.29982008	0.29982008	0.29982008	0.29982008	0.29982008	0.29982008	0.29982008	0.30412724	0.29982008	0.29982008	0.29982008	0.29982008	0.29982008	0.29982008	0.29982008	0.29982008	0.29982008	0.29982008	0.30412724	0.30412724	0.30412724	0.30412724	0.30412724	0.30412724	0.30412724	0.30412724	0.30412724	0.30412724	0.29982008	0.29982008	0.29982008	0.29982008	0.29551291	0.29551291	0.29551291	0.29982008	0.29982008	0.29982008	0.29982008	0.29982008	-0.82147792	-1.0971363	-1.1287222	-1.1330293	-1.1330293	-1.1330293	-1.1330293	-1.1330293	-1.1330293	-1.1330293	-1.1330293	-1.1330293	-1.1330293	-1.1330293	-1.1330293	-1.1330293	-1.1330293	-1.1330293	-1.1330293	-1.1330293	-1.1330293	-1.1330293	-1.1330293
-1	-0.81730854	-0.95900759	-0.90614553	-0.93584099	-0.91735225	-0.92906042	-0.92163619	-0.92740757	-0.92424556	-0.92700795	-0.92381866	-0.92705225	-0.92280106	-0.9291493	-0.9178495	-0.94299481	-0.84543422	2.0310273	2.1556144	2.1207973	2.1352255	2.1301376	2.1289275	2.136628	2.1187919	2.1592012	2.0199437	-0.79703083	-0.94207337	-0.91863521	-0.92856818	-0.92423762	-0.92678655	-0.92656521	-0.92646316	-0.92798159	-0.924004	-0.92994273	-0.91862901	-0.94336095	-0.82969388	0.28648906	0.76459218	0.75431627	0.77178523	0.76148551	0.76936798	0.76579617	0.76983954	0.76769845	0.76772119	0.76871486	0.76964066	0.76951169	0.76995025	0.77099123	0.77112327	0.77098033	0.77076857	0.77108067	0.77115779	0.77319072	0.77393738	0.77564733	0.77479073	0.77365904	0.77319309	0.77378799	0.77387939	0.77394524	0.77274171	0.77461947	0.77558849	0.77550951	0.77541164	0.77519458	0.77719638	0.77662871	0.77780852	0.77848955	0.77903026	0.77898419	0.77944636	0.77994787	0.77850476	0.78044433	0.77950359	0.77885751	0.77745424	0.78122021	0.77610984	0.77227632	0.77732736	0.77597083	0.77797304	0.77823981	0.77876124	0.78001164	0.77665283	0.78352859	0.77091792	0.78955786	0.75966436	0.81053177	0.73375651	0.87303189	0.49450944	-1.0337207	-0.87109161	-0.95712241	-0.90420127	-0.93800008	-0.91649666	-0.9315237	-0.92582611	-0.93167291	-0.93201518	-0.93359331	-0.93563335	-0.93799424	-0.93949629	-0.94138725	-0.94372552	-0.94543299	-0.94718583	-0.94939595	-0.95140688	-0.95302613	-0.95509965	-0.95741434	-0.95891007	-0.9608416	-0.96322142	-0.96483653	-0.96662538	-0.96887965	-0.97080288	-0.97245311	-0.97457021	-0.97680499	-0.97832554	-0.9802986	-0.98272177	-0.98504591	-0.98552736	-0.99049038	-0.98735462	-0.99735263	-0.98659779	-1.008588	-0.97833778	-1.037606
1	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	1.0273279	1.016606	1.016606	1.02018	1.02018	1.02018	1.02018	1.02018	1.02018	1.02018	1.023754	1.016606	1.016606	-1.0598698	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.156367	-1.156367	-1.156367	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.156367	-1.156367	0.85577742	0.8236117	0.82718567	0.82718567	0.8236117	0.83075964	0.83075964	0.83433361	0.83790758	0.83075964	0.83075964	0.83075964	0.83075964	0.83075964	0.83075964	0.83075964	0.83075964	0.83075964	0.83075964	0.83075964	0.83075964	0.82718567	0.83075964	0.83075964	0.83075964	0.83433361	0.83075964	0.83433361	0.83433361	0.83075964	0.83075964	0.83433361	0.83433361	0.83433361	0.83433361	0.83433361	0.83433361	0.83433361	0.83433361	0.83433361	0.83433361	0.83433361	0.83433361	0.83433361	0.83433361	0.83433361	0.83433361	0.83433361	0.83433361	0.83433361	0.83433361	0.83433361	0.83433361	0.83075964	0.83075964	0.83075964	0.83075964	0.83433361	0.83433361	0.83790758	0.83433361	0.83075964	0.83075964	0.83075964	0.83075964	0.83075964	0.83075964	0.83075964	0.83075964	0.83075964	0.83075964	0.83075964	0.83075964	0.83075964	-1.1456451	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.156367	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793	-1.152793
1	-1.145051	-1.145051	-1.145051	-1.145051	-1.147212	-1.147212	-1.147212	-1.145051	-1.145051	-1.145051	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.145051	-1.147212	-1.147212	0.72638372	0.97273887	0.70261261	0.42384231	0.25960555	0.1191399	0.037021514	-0.023486767	-0.083995048	-0.12289323	-0.1596304	-0.18556252	-0.20933363	-1.1320849	-1.145051	-1.147212	-1.147212	-1.145051	-1.145051	-1.145051	-1.147212	-1.145051	-1.145051	-1.147212	-1.147212	-1.147212	-1.145051	-1.147212	-1.145051	-1.147212	-0.28712999	0.38710514	0.80201907	0.86684937	0.89278149	0.9165526	0.93384068	0.94896776	0.96193382	0.96625584	0.97273887	0.97489988	0.96841685	0.97057786	0.96625584	0.95977281	0.96193382	0.9576118	0.95328978	0.94896776	0.94680675	0.95328978	0.94896776	0.9381627	0.9381627	0.93600169	0.9381627	0.9381627	0.93600169	0.93167967	0.93600169	0.93384068	0.93384068	0.93600169	0.93384068	0.9381627	0.93167967	0.92951866	0.92735765	0.92519664	0.92951866	0.92735765	0.92951866	0.93167967	0.93384068	0.93384068	0.93384068	0.93167967	0.92519664	0.92087462	0.92735765	0.93167967	0.9381627	0.95545079	0.98570493	1.0137981	1.0137981	0.99867099	0.9792219	0.96841685	0.95545079	0.94896776	0.94464573	0.9381627	0.93600169	0.93600169	0.93167967	0.92951866	0.93600169	0.93600169	0.93384068	0.93384068	0.93600169	0.93384068	0.93384068	0.93167967	-1.140729	-1.145051	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212	-1.147212
