22	1.5980065	1.5994389	1.5705294	1.5504735	1.5073709	1.4343414	1.3689859	1.3052935	1.2103053	1.1166533	1.0239758	0.92597745	0.82810675	0.73922239	0.64305122	0.5564315	0.4629485	0.36957542	0.27842598	0.18583002	0.095531978	0.010645835	-0.080855592	-0.16554948	-0.24349159	-0.33543018	-0.42610927	-0.49748567	-0.56685001	-0.64985597	-0.73224739	-0.77780027	-0.84298388	-0.91730416	-0.98797259	-1.0550113	-1.0967752	-1.1470648	-1.1984294	-1.2431884	-1.2816298	-1.3126376	-1.335745	-1.3511225	-1.37692	-1.3879348	-1.3768921	-1.3570987	-1.3295771	-1.2936916	-1.2576962	-1.2304194	-1.1742499	-1.1141994	-1.0720044	-1.0067549	-0.94892859	-0.87017066	-0.79017002	-0.72450665	-0.64283512	-0.59163379	-0.52139211	-0.43062968	-0.35084756	-0.26985588	-0.17363819	-0.089113314	-0.0039202835	0.08545283	0.17517592	0.26705534	0.36297072	0.45238072	0.54911159	0.64981693	0.74624359	0.84565871	0.94633349	1.0456812	1.1463071	1.2423602	1.3439936	1.4417984	1.5406627	1.6240945	1.6695854	1.6852007	1.6966604	1.6974616	1.687431	1.6385253	1.5737029	1.4785844	1.3769022	1.2765966	1.1770306	1.0776997	0.97920335	0.88053308	0.77792639	0.681645	0.5904323	0.49275089	0.40434261	0.30858913	0.2135155	0.12267702	0.037602884	-0.052601582	-0.13750988	-0.22040199	-0.31555828	-0.3946138	-0.44607596	-0.53343935	-0.60286039	-0.67340675	-0.7376065	-0.81902985	-0.88525804	-0.95008305	-1.002563	-1.0630029	-1.1251954	-1.1657686	-1.2042625	-1.2484515	-1.2737702	-1.2843798	-1.2733369	-1.2867387	-1.2918724	-1.2886474	-1.2777387	-1.2581449	-1.2313524	-1.1972685	-1.1563123	-1.1104562	-1.0845237	-1.0258311	-0.96255104	-0.89507051	-0.84781475	-0.77253707	-0.69457342	-0.63199846	-0.55121949	-0.48458675	-0.40867694	-0.32442403	-0.24745378	-0.16365095	-0.076912929	0.0088012471	0.09727377	0.1858962	0.28400462	0.38120517	0.46302539	0.55693306	0.65096988	0.73820038	0.83474166	0.92993859	1.0248605	1.1209061	1.2171752	1.3125298	1.4029198	1.4810428	1.5210116	1.5641545	1.5708545	1.5928905
35	1.3063926	1.3106897	1.3219526	1.3412763	1.2991164	1.2930316	1.2022157	1.119649	1.0902212	1.074151	1.0195672	0.90540721	0.82520445	0.75838082	0.76594789	0.68098623	0.60700546	0.50781896	0.38117962	0.28689557	0.1883461	0.079622979	-0.0027745863	-0.080500599	-0.17534382	-0.26066969	-0.35540395	-0.47270787	-0.5271849	-0.56953796	-0.68153501	-0.73895136	-0.868782	-0.90529817	-0.95239712	-1.0335239	-1.0716053	-1.1167894	-1.1038006	-1.167568	-1.2206511	-1.2641539	-1.2971842	-1.3196442	-1.3320571	-1.3330566	-1.4145638	-1.398046	-1.3676332	-1.3263788	-1.2748933	-1.2251382	-1.2324524	-1.1511429	-1.1475945	-1.1211939	-1.0468011	-1.0467218	-0.95240107	-0.92860442	-0.81547416	-0.76891868	-0.71154856	-0.64172876	-0.5610728	-0.4693895	-0.3668922	-0.25481286	-0.13214271	-0.053325242	0.086252726	0.19723684	0.29099093	0.42937213	0.56519211	0.6549539	0.76342906	0.83740572	1.011404	1.1070691	1.2393476	1.4070551	1.4921222	1.5850444	1.6872768	1.7968621	1.8205589	1.8753874	1.8725947	1.8195003	1.790136	1.7200967	1.7464356	1.6871938	1.6558453	1.5721874	1.4377445	1.3398036	1.2374097	1.147316	1.0231669	0.92627772	0.78914757	0.66631683	0.55795351	0.46604222	0.33589392	0.24862442	0.11584089	0.053798624	-0.057905824	-0.15995083	-0.25138532	-0.33312357	-0.40283826	-0.5298761	-0.58729599	-0.62556582	-0.66792662	-0.74895459	-0.75871345	-0.87355436	-0.98087621	-0.95781681	-0.98886621	-1.0667455	-1.0739167	-1.1016459	-1.0995508	-1.094217	-1.1588193	-1.2326818	-1.2394574	-1.2358766	-1.2220998	-1.1973749	-1.1632788	-1.1178549	-1.1435222	-1.089786	-1.0814296	-1.0255549	-1.0126487	-0.95023552	-0.92200187	-0.87923422	-0.84034724	-0.76523004	-0.65367569	-0.61040292	-0.48163999	-0.41718138	-0.34264116	-0.25631609	-0.16023795	-0.11641542	-0.038061659	0.072542905	0.18270127	0.25751466	0.35056794	0.45818377	0.58181983	0.65719969	0.76981809	0.80598154	0.85127674	0.94892064	1.0641891	1.1099179	1.1310212	1.2060175	1.2315958	1.2468182	1.3186095	1.3086822
13	1.7284287	1.6908478	1.6144759	1.5254502	1.4402291	1.3485193	1.2568553	1.1652406	1.0736795	0.98272313	0.89950671	0.80931216	0.72672227	0.63652538	0.55576591	0.47387639	0.38565258	0.30547232	0.21828638	0.13922007	0.053669601	-0.031721181	-0.11531777	-0.19911587	-0.27612224	-0.35836614	-0.4367657	-0.51754099	-0.59483015	-0.67128247	-0.74676333	-0.81665202	-0.89043255	-0.95773873	-1.0307656	-1.0908047	-1.1510721	-1.2048137	-1.2548294	-1.2926027	-1.3263152	-1.350626	-1.3683271	-1.37545	-1.3828672	-1.3654554	-1.3519478	-1.3210976	-1.2881542	-1.2405202	-1.1923258	-1.1430735	-1.084315	-1.0248331	-0.95693045	-0.89009917	-0.81613448	-0.74143829	-0.67556122	-0.59562123	-0.51902631	-0.44021341	-0.35811077	-0.27817082	-0.19291178	-0.11060212	-0.034187458	0.049669679	0.12735567	0.21467009	0.30083697	0.38810554	0.47535188	0.55689458	0.6447543	0.73413863	0.82378065	0.91407164	1.004778	1.0958139	1.1871497	1.2790262	1.3710997	1.4625793	1.5545684	1.6442461	1.7168833	1.7515825	1.7495259	1.6976563	1.6134888	1.5300764	1.4384573	1.3463981	1.2548513	1.1628264	1.0712183	0.97996377	0.89685704	0.80627762	0.71600732	0.62673361	0.53785481	0.45607445	0.36783202	0.2806172	0.20124364	0.11443556	0.034637938	-0.049456429	-0.13445657	-0.21226701	-0.29511532	-0.37772809	-0.4573563	-0.53814044	-0.61049192	-0.68824949	-0.75730332	-0.83360833	-0.89892609	-0.96179822	-1.0315183	-1.0902118	-1.1542461	-1.2114858	-1.2627132	-1.3068262	-1.3450803	-1.3762747	-1.3924774	-1.4050866	-1.4063148	-1.3961055	-1.3749108	-1.3505905	-1.3099478	-1.2677964	-1.2124098	-1.1587181	-1.0964485	-1.0339541	-0.97106306	-0.90152912	-0.82709436	-0.75408559	-0.675417	-0.59765279	-0.52657541	-0.44637058	-0.36477214	-0.28229152	-0.20079057	-0.11617235	-0.031176081	0.053493423	0.13971547	0.22598335	0.31242753	0.40010624	0.48709047	0.57663062	0.66564752	0.75532375	0.84457704	0.92778431	1.0180959	1.1092699	1.2011143	1.2930412	1.3849618	1.4768985	1.5682654	1.6579479	1.7089775	1.7366558
8	1.6351891	1.6126702	1.5927208	1.575377	1.5332946	1.4542601	1.3656666	1.272389	1.1803416	1.0896196	0.99621466	0.9023845	0.81207272	0.71899232	0.62566595	0.53521085	0.44473654	0.34863135	0.28698191	0.19533002	0.10870608	0.021311167	-0.060886949	-0.15344665	-0.20800471	-0.28503325	-0.36628676	-0.44647347	-0.53186998	-0.59913613	-0.68016673	-0.75886187	-0.81598175	-0.88829942	-0.95722418	-1.0222931	-1.0829889	-1.1387427	-1.1887947	-1.2325093	-1.2693241	-1.2986244	-1.3198678	-1.3326269	-1.3398339	-1.3591322	-1.3448794	-1.3409267	-1.3168522	-1.277504	-1.2552074	-1.2016748	-1.1435708	-1.0993595	-1.0496927	-0.97574651	-0.90758469	-0.85752767	-0.79113864	-0.70764702	-0.63337525	-0.55760668	-0.47546101	-0.393241	-0.30435441	-0.22009578	-0.13407441	-0.037823154	0.050964081	0.14069985	0.23436991	0.32711288	0.42070202	0.5103861	0.60501935	0.70053677	0.79641851	0.89306313	0.99208975	1.0629487	1.1588842	1.2574799	1.3563854	1.4535526	1.5496468	1.6467985	1.7324137	1.7453922	1.7470958	1.7485226	1.7039581	1.6119974	1.5196115	1.4248034	1.3291583	1.2323011	1.1359703	1.0349933	0.93412125	0.83888978	0.75904746	0.67101994	0.57749277	0.48481644	0.38636163	0.29442596	0.23053829	0.13880173	0.044356915	-0.042620552	-0.128036	-0.21700039	-0.28026357	-0.36231515	-0.44255219	-0.5291628	-0.6175605	-0.66636523	-0.74768631	-0.81751451	-0.89735515	-0.95897048	-1.0286976	-1.0771684	-1.1413196	-1.1939185	-1.2303713	-1.2769625	-1.3163716	-1.3480652	-1.3714555	-1.3586568	-1.3639674	-1.3602226	-1.3475033	-1.3259658	-1.2960147	-1.2584396	-1.2138924	-1.1630519	-1.1065893	-1.0451434	-0.97930478	-0.90949172	-0.83631673	-0.77815726	-0.70668133	-0.63320325	-0.54889051	-0.47750115	-0.41181559	-0.3374449	-0.24674825	-0.16153636	-0.078683312	0.0017593977	0.067698234	0.16322772	0.25000086	0.33802946	0.43058433	0.52176908	0.60893409	0.70119185	0.79429294	0.8885589	0.98276336	1.0528053	1.1491541	1.2413356	1.3307516	1.4216055	1.4914438	1.56083	1.5854598	1.6255982
30	1.6356082	1.6370393	1.6113455	1.5736768	1.5289468	1.4866048	1.4148198	1.3450005	1.2468862	1.1441534	1.0399142	0.93282745	0.82588744	0.71911502	0.61251872	0.50611566	0.39992518	0.29396928	0.18827476	0.091292342	-0.0075958175	-0.10374347	-0.20183329	-0.2935598	-0.3837048	-0.46068015	-0.54256268	-0.61705617	-0.68170073	-0.75839617	-0.81303589	-0.86102436	-0.92332435	-0.96882224	-0.99754036	-1.0612074	-1.1011548	-1.130616	-1.1626431	-1.194394	-1.1921912	-1.2215525	-1.2433548	-1.2570896	-1.2628109	-1.2604306	-1.2582084	-1.2608853	-1.2342844	-1.2001037	-1.1863601	-1.1759384	-1.1349434	-1.0762566	-1.0525908	-0.99857574	-0.93920611	-0.88619842	-0.82002949	-0.75117479	-0.68999538	-0.64326804	-0.56500664	-0.4781886	-0.39823065	-0.30861453	-0.21621579	-0.12375176	-0.01982059	0.075782028	0.18082376	0.28618166	0.39183063	0.4977408	0.60388141	0.71023154	0.81677266	0.92348829	1.0303678	1.1312676	1.232849	1.3329909	1.4309227	1.494534	1.5671056	1.5897023	1.6122025	1.6076441	1.6058257	1.6067508	1.6105057	1.5872382	1.5502495	1.4965631	1.4023949	1.3084114	1.2059645	1.1044553	1.0008081	0.89679714	0.82613303	0.71979603	0.61366965	0.50777048	0.40211808	0.31067998	0.22892482	0.12440057	0.02864448	-0.073463844	-0.16560657	-0.25159728	-0.34181228	-0.4301196	-0.50187645	-0.56905367	-0.64796025	-0.71259035	-0.78099491	-0.84454082	-0.90421809	-0.95804836	-1.0060908	-1.0390525	-1.0780484	-1.1107546	-1.1581681	-1.179943	-1.2046566	-1.2017292	-1.2200989	-1.2307354	-1.2330967	-1.2274883	-1.2140281	-1.19292	-1.1930099	-1.1569497	-1.1139886	-1.0912303	-1.0735402	-1.0318316	-0.98023741	-0.93036262	-0.87122222	-0.81418418	-0.74888732	-0.6849395	-0.62485497	-0.54469965	-0.47543877	-0.40198299	-0.31269639	-0.22158721	-0.13778627	-0.062473013	0.030891078	0.12615888	0.23102852	0.33622032	0.4417027	0.54744971	0.64758782	0.75708892	0.86605927	0.96600074	1.0720978	1.173956	1.2756478	1.3747369	1.4379866	1.5062498	1.5656834	1.5852326	1.6038707	1.6364769
28	1.6774276	1.648745	1.5839676	1.5016128	1.4188316	1.3354616	1.2529822	1.1701977	1.0877081	1.005239	0.92209061	0.83986032	0.75669838	0.68638546	0.60329457	0.52147379	0.43945394	0.35693207	0.27559081	0.19284845	0.11187561	0.030163406	-0.053107797	-0.13636416	-0.2155632	-0.29523175	-0.37693203	-0.45842244	-0.53682243	-0.6175903	-0.69797737	-0.77790617	-0.8533967	-0.9317248	-1.0090725	-1.0851962	-1.1596571	-1.230915	-1.2941204	-1.3582119	-1.4160816	-1.4650669	-1.5018459	-1.5106701	-1.5124402	-1.4952959	-1.4620875	-1.4158573	-1.3603308	-1.2980225	-1.2309533	-1.1604297	-1.0873741	-1.0124405	-0.94055187	-0.86272253	-0.78404541	-0.70471337	-0.62483311	-0.54451579	-0.46581013	-0.38557058	-0.30417421	-0.22256881	-0.14078505	-0.061017583	0.021150003	0.10246923	0.18395811	0.2664926	0.34744756	0.43017601	0.51295727	0.59435703	0.67594621	0.75894278	0.84077192	0.92386195	0.99416514	1.0772874	1.1595269	1.2418392	1.3251003	1.4075503	1.4900929	1.5718669	1.6528466	1.6895468	1.6782447	1.6205986	1.5387465	1.4630421	1.3855492	1.3021991	1.2195953	1.1370864	1.0538058	0.98123734	0.89994875	0.81773815	0.73457458	0.65255561	0.57017316	0.48768491	0.40607818	0.32319597	0.2535714	0.17250178	0.089909281	0.0073966564	-0.073067568	-0.14158546	-0.22359921	-0.3054544	-0.38713086	-0.46589069	-0.54693713	-0.62766061	-0.70462532	-0.78424228	-0.86323203	-0.94145023	-1.0139191	-1.0894109	-1.1630864	-1.2344031	-1.2951096	-1.3658386	-1.406173	-1.4543004	-1.490313	-1.5087138	-1.5134084	-1.4991259	-1.4682952	-1.4238059	-1.369577	-1.3081625	-1.2417526	-1.1760326	-1.1044328	-1.0292798	-0.95269115	-0.87870724	-0.80023844	-0.72074356	-0.64071274	-0.56325984	-0.48500575	-0.40100903	-0.32126638	-0.24013385	-0.15987951	-0.078069073	0.0042613067	0.086690852	0.16747797	0.25013697	0.33285758	0.41415365	0.49566009	0.57862669	0.66039915	0.74347023	0.82618538	0.90861856	0.99135998	1.0740205	1.1563641	1.2396359	1.3221179	1.4053131	1.4880347	1.570564	1.6397646	1.6818094
12	1.6359	1.5466992	1.457735	1.368897	1.2803994	1.1990947	1.1108239	1.0229995	0.9349943	0.84805895	0.76778011	0.68143573	0.59498392	0.50893238	0.42332269	0.33708411	0.25239679	0.16802291	0.09064192	0.0072392084	-0.069495806	-0.15098074	-0.23346149	-0.30809214	-0.38725432	-0.45977289	-0.53762632	-0.61073872	-0.68328662	-0.7599198	-0.82156452	-0.88942357	-0.954564	-1.0175267	-1.0726764	-1.1164058	-1.1681006	-1.2156962	-1.2513075	-1.2806626	-1.3005012	-1.3173678	-1.3236936	-1.3122994	-1.3040671	-1.2789423	-1.2496762	-1.2189635	-1.1721798	-1.1257759	-1.0702392	-1.020356	-0.95919328	-0.89261294	-0.83528008	-0.762492	-0.690486	-0.61638254	-0.54048984	-0.46777836	-0.3912535	-0.30756455	-0.22843964	-0.14887536	-0.072680861	0.0096033085	0.093331039	0.17795117	0.25510704	0.33301185	0.41734296	0.49599178	0.58211641	0.6603277	0.74543211	0.82603365	0.90601682	0.99249115	1.072633	1.1598379	1.2475636	1.3356177	1.4234117	1.5047004	1.5928093	1.6810909	1.7170165	1.7174316	1.674405	1.5886154	1.5019445	1.4138551	1.3261525	1.2386065	1.1512298	1.0631951	0.9761416	0.88835502	0.80801268	0.72674892	0.64252341	0.56148131	0.47323836	0.38633129	0.29963306	0.21177217	0.12548715	0.038891698	-0.047817294	-0.134931	-0.22004253	-0.30659758	-0.39085461	-0.47665253	-0.56178299	-0.6445137	-0.72799781	-0.8092986	-0.88863106	-0.96961168	-1.0456666	-1.1193147	-1.1899445	-1.2567597	-1.3187286	-1.3745359	-1.4225621	-1.4609242	-1.4946745	-1.5084152	-1.5151044	-1.5072284	-1.4903875	-1.4609435	-1.4197011	-1.3689653	-1.3136678	-1.2474545	-1.1814847	-1.1142896	-1.0413952	-0.96300628	-0.88620501	-0.80477007	-0.72231847	-0.64160436	-0.55746853	-0.47275775	-0.38641322	-0.30110283	-0.21597029	-0.12968562	-0.043130054	0.04366298	0.13066526	0.21767906	0.2978607	0.38426361	0.47169176	0.55812477	0.6460626	0.7340929	0.82099387	0.90738542	0.99528078	1.0826398	1.1701269	1.2577321	1.344578	1.4315228	1.5113032	1.5978407	1.6826825	1.7339969	1.7467916	1.70355
6	1.3243392	1.3404929	1.189974	1.1403291	1.1088562	0.9951847	1.0775966	0.95969196	0.85326882	0.76282858	0.65958566	0.53490663	0.48582742	0.45719734	0.44559958	0.4510589	0.36420541	0.11008597	-0.022190632	-0.12210267	-0.066932194	-0.11807423	-0.24784635	-0.25454354	-0.24553164	-0.36422732	-0.34788135	-0.35390469	-0.42639115	-0.48103068	-0.51544826	-0.52910312	-0.52445742	-0.60640918	-0.77770912	-0.91031651	-0.76907073	-0.86998801	-0.83930029	-0.82927137	-0.91842524	-0.97683783	-0.80905905	-0.81956575	-0.84469675	-0.85485902	-0.85001985	-0.84213255	-1.0296368	-1.0092174	-0.93988099	-0.95318448	-1.022057	-0.91457945	-0.99775825	-1.0615299	-1.1064478	-1.1323426	-1.1391066	-1.1266936	-1.0906461	-1.0353118	-0.96129631	-0.86888972	-0.75843288	-0.63024136	-0.63904344	-0.50051369	-0.39551944	-0.32705932	-0.23020914	-0.10471036	0.053905121	0.31676881	0.56393187	0.7101593	0.74511514	0.79753829	1.0773119	1.2204756	1.4488517	1.7154147	1.8213847	1.7507965	1.9063229	1.9225142	1.8918925	1.8736347	1.867783	1.8755853	1.8977372	1.9322325	1.9789944	1.9688165	1.8406426	1.9264037	1.8273466	1.7213479	1.5242809	1.236085	0.98682312	0.95165515	0.75550758	0.69307147	0.62186163	0.46948737	0.34297489	0.24762315	0.054382107	-0.14180455	-0.32265731	-0.44507764	-0.43374983	-0.55538531	-0.50412084	-0.52024143	-0.58151554	-0.62463084	-0.65569631	-0.86183836	-0.88380926	-0.984385	-1.0587647	-0.99391266	-0.91310016	-1.0273386	-0.94735595	-0.94339193	-1.011867	-1.065448	-1.1038251	-1.3479261	-1.3996366	-1.3881247	-1.3610028	-1.3183558	-1.259822	-1.1827678	-1.0908962	-0.98449916	-0.9419259	-0.98771428	-0.83609728	-0.86763	-0.89001217	-0.89360355	-0.87839331	-0.86198118	-0.93291055	-0.87317634	-0.78777028	-0.6843769	-0.56337062	-0.44420588	-0.44420588	-0.27568692	-0.17835043	-0.031230634	0.16436391	0.28990483	0.44511394	0.44730858	0.59050027	0.71410461	0.8131308	1.06325	1.139111	1.0397257	1.0762858	1.0932013	1.0673465	1.218067	1.3859458	1.374563	1.3448591	1.3327535
32	1.5752623	1.5512118	1.5298886	1.5036045	1.4582458	1.3919514	1.3125543	1.2159668	1.1206629	1.0223421	0.92344224	0.82517815	0.72760701	0.62580078	0.53013935	0.43969152	0.34557515	0.25755003	0.17582365	0.087073707	-0.0090156651	-0.09593512	-0.18104614	-0.26415972	-0.34179007	-0.4235225	-0.50705126	-0.5868555	-0.63695289	-0.72044108	-0.78769228	-0.86232925	-0.91829408	-0.9884896	-1.0342607	-1.0950596	-1.1507445	-1.200727	-1.2111754	-1.2489984	-1.2795677	-1.3023898	-1.3170657	-1.3232513	-1.3207868	-1.3098315	-1.3153914	-1.2976586	-1.2853279	-1.2439666	-1.2182086	-1.1801058	-1.1236114	-1.0577381	-1.006207	-0.9315286	-0.87049889	-0.80498372	-0.72703943	-0.65570971	-0.57263159	-0.48144282	-0.41092772	-0.32872702	-0.24420565	-0.14783497	-0.060160269	0.029162168	0.11482555	0.20802423	0.29828964	0.39767437	0.47523367	0.56631988	0.66440281	0.76798645	0.87203408	0.9750693	1.0755928	1.1755148	1.275947	1.3744811	1.4696979	1.5654502	1.6385589	1.6591275	1.7049666	1.7026482	1.677507	1.6804086	1.6491455	1.5789811	1.4957621	1.4006798	1.3010669	1.2000184	1.1040158	0.99938385	0.89486221	0.79199921	0.69152395	0.58757066	0.48967033	0.39255999	0.30162031	0.20736995	0.10679952	0.014126834	-0.069097381	-0.15883355	-0.2236351	-0.31633694	-0.39477632	-0.47712135	-0.55697575	-0.61977625	-0.70159411	-0.7736088	-0.84181493	-0.90579244	-0.98305518	-1.0500743	-1.0981768	-1.1512906	-1.1884017	-1.2180776	-1.2632712	-1.2793037	-1.307655	-1.3297599	-1.3435204	-1.3232513	-1.3197661	-1.3078079	-1.2732749	-1.2352254	-1.2184316	-1.181562	-1.1115604	-1.056817	-1.0186282	-0.95434044	-0.89218871	-0.83222497	-0.77362691	-0.6941387	-0.61218346	-0.54014728	-0.45654941	-0.3892058	-0.31332841	-0.23464294	-0.1448097	-0.063228299	0.014755654	0.088247781	0.16952561	0.25801392	0.34792902	0.4385379	0.53156547	0.61870665	0.71422889	0.81509199	0.91377839	1.0171662	1.1149708	1.2098338	1.3037103	1.3738582	1.4423819	1.4806338	1.5219576	1.5600976	1.5625701	1.5870153
28	1.6598998	1.6441473	1.5937788	1.5362182	1.4569862	1.3716549	1.2879324	1.2013108	1.1134986	1.0280146	0.94659629	0.85756697	0.77211935	0.6884926	0.60139956	0.51629695	0.4308292	0.34255299	0.26134493	0.17511735	0.089068859	0.0065557432	-0.073244231	-0.15372116	-0.24038431	-0.32148914	-0.40495076	-0.4878748	-0.57014223	-0.63750543	-0.71725114	-0.80388812	-0.87351836	-0.93893848	-1.0116143	-1.0923866	-1.1482296	-1.2107744	-1.2682145	-1.3193784	-1.347082	-1.3804201	-1.428807	-1.4462093	-1.4286402	-1.4140873	-1.4037127	-1.3506942	-1.3049722	-1.2577812	-1.2168984	-1.1336508	-1.0611262	-1.0001759	-0.93289114	-0.84869036	-0.772634	-0.70118103	-0.61364653	-0.53266444	-0.45718046	-0.3802456	-0.29248165	-0.20724205	-0.12741041	-0.047988483	0.037316819	0.12057736	0.20067898	0.28696003	0.37258583	0.45656417	0.54020025	0.62722741	0.71147141	0.79607453	0.88351382	0.97101028	1.0561988	1.1432599	1.2294245	1.3164366	1.4013243	1.4866182	1.5708018	1.6429559	1.6794758	1.6774065	1.6719183	1.6298508	1.5474646	1.4621689	1.3753327	1.2873727	1.2016892	1.1146054	1.0279803	0.94006328	0.85419068	0.76858514	0.68326935	0.59727828	0.51363011	0.42640803	0.34016832	0.25543463	0.17566636	0.089292635	0.0031022613	-0.076807589	-0.14308058	-0.22821909	-0.31302321	-0.39022399	-0.46994854	-0.54642252	-0.62818185	-0.7090513	-0.78117138	-0.8592653	-0.93580427	-1.0104316	-1.0722395	-1.1407832	-1.2114537	-1.2655077	-1.3106154	-1.3538114	-1.3920119	-1.4142061	-1.428804	-1.4377192	-1.4197178	-1.3963684	-1.3624469	-1.3284641	-1.3619684	-1.3449651	-1.2657818	-1.1916406	-1.104873	-1.0371097	-0.965322	-0.89254115	-0.81525273	-0.737682	-0.6649699	-0.5858929	-0.50462118	-0.42569438	-0.34580381	-0.26570378	-0.18354648	-0.098952765	-0.018682485	0.066715808	0.15058193	0.23420874	0.31666797	0.4031526	0.48751942	0.57253618	0.6571773	0.74332554	0.82879308	0.91359672	0.99870471	1.0840953	1.1697432	1.2561855	1.3430482	1.4283217	1.5125271	1.5798671	1.636902	1.6601968
